Detailed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,,3121.314793
0.052544199,µm^3,Surface,1,Class A,0,,
0.098761097,µm^3,Surface,1,Class A,2,,
0.222096995,µm^3,Surface,1,Class A,3,,
0.050710101,µm^3,Surface,1,Class A,4,,
0.016597699,µm^3,Surface,1,Class A,5,,
0.063456602,µm^3,Surface,1,Class A,6,,
0.134341002,µm^3,Surface,1,Class A,8,,
0.273084015,µm^3,Surface,1,Class A,9,,
0.038881,µm^3,Surface,1,Class A,10,,
0.078403696,µm^3,Surface,1,Class A,12,,
0.0386975,µm^3,Surface,1,Class A,14,,
0.0827135,µm^3,Surface,1,Class A,15,,
0.037688699,µm^3,Surface,1,Class A,19,,
0.020907599,µm^3,Surface,1,Class A,20,,
0.033011999,µm^3,Surface,1,Class A,30,,
0.196787998,µm^3,Surface,1,Class A,31,,
0.0135716,µm^3,Surface,1,Class A,34,,
0.0424571,µm^3,Surface,1,Class A,35,,
0.019990699,µm^3,Surface,1,Class A,36,,
0.0397061,µm^3,Surface,1,Class A,37,,
0.021641299,µm^3,Surface,1,Class A,41,,
0.521863997,µm^3,Surface,1,Class A,42,,
0.019623799,µm^3,Surface,1,Class A,44,,
0.068316698,µm^3,Surface,1,Class A,45,,
0.129664004,µm^3,Surface,1,Class A,47,,
0.373584986,µm^3,Surface,1,Class A,49,,
0.063823402,µm^3,Surface,1,Class A,51,,
0.125720993,µm^3,Surface,1,Class A,52,,
0.092617199,µm^3,Surface,1,Class A,53,,
0.0141218,µm^3,Surface,1,Class A,54,,
0.13865,µm^3,Surface,1,Class A,58,,
0.132505998,µm^3,Surface,1,Class A,59,,
0.257586002,µm^3,Surface,1,Class A,63,,
0.497655988,µm^3,Surface,1,Class A,67,,
0.0135716,µm^3,Surface,1,Class A,68,,
0.288121998,µm^3,Surface,1,Class A,69,,
0.031728301,µm^3,Surface,1,Class A,72,,
0.0198074,µm^3,Surface,1,Class A,73,,
0.0157724,µm^3,Surface,1,Class A,74,,
0.390641987,µm^3,Surface,1,Class A,76,,
0.067399599,µm^3,Surface,1,Class A,78,,
0.0113709,µm^3,Surface,1,Class A,79,,
0.021182699,µm^3,Surface,1,Class A,83,,
0.017423,µm^3,Surface,1,Class A,84,,
0.072901502,µm^3,Surface,1,Class A,86,,
0.0160475,µm^3,Surface,1,Class A,87,,
0.168727994,µm^3,Surface,1,Class A,90,,
0.295641005,µm^3,Surface,1,Class A,91,,
0.0486927,µm^3,Surface,1,Class A,92,,
0.027143201,µm^3,Surface,1,Class A,95,,
0.064740397,µm^3,Surface,1,Class A,97,,
0.200273007,µm^3,Surface,1,Class A,98,,
0.075102501,µm^3,Surface,1,Class A,108,,
0.010087,µm^3,Surface,1,Class A,115,,
0.108755998,µm^3,Surface,1,Class A,119,,
0.188994005,µm^3,Surface,1,Class A,121,,
0.016781099,µm^3,Surface,1,Class A,123,,
0.202748999,µm^3,Surface,1,Class A,124,,
0.174229994,µm^3,Surface,1,Class A,126,,
0.207608998,µm^3,Surface,1,Class A,127,,
0.0102704,µm^3,Surface,1,Class A,128,,
0.0267765,µm^3,Surface,1,Class A,129,,
0.0407148,µm^3,Surface,1,Class A,131,,
0.190460995,µm^3,Surface,1,Class A,132,,
0.042365398,µm^3,Surface,1,Class A,134,,
0.0228335,µm^3,Surface,1,Class A,138,,
0.0188902,µm^3,Surface,1,Class A,144,,
0.0152222,µm^3,Surface,1,Class A,145,,
0.0148555,µm^3,Surface,1,Class A,148,,
0.0381472,µm^3,Surface,1,Class A,149,,
0.060137101,µm^3,Surface,1,Class A,154,,
0.043099198,µm^3,Surface,1,Class A,155,,
0.198439002,µm^3,Surface,1,Class A,159,,
0.038880799,µm^3,Surface,1,Class A,161,,
0.0934425,µm^3,Surface,1,Class A,163,,
0.0201739,µm^3,Surface,1,Class A,166,,
0.045391601,µm^3,Surface,1,Class A,167,,
0.011921,µm^3,Surface,1,Class A,168,,
0.099219598,µm^3,Surface,1,Class A,169,,
0.211643994,µm^3,Surface,1,Class A,170,,
0.201923996,µm^3,Surface,1,Class A,171,,
0.0124712,µm^3,Surface,1,Class A,178,,
0.174780995,µm^3,Surface,1,Class A,181,,
0.182667002,µm^3,Surface,1,Class A,182,,
0.753500998,µm^3,Surface,1,Class A,183,,
0.213293999,µm^3,Surface,1,Class A,185,,
0.159832999,µm^3,Surface,1,Class A,186,,
0.055845201,µm^3,Surface,1,Class A,190,,
0.030352799,µm^3,Surface,1,Class A,197,,
0.022925001,µm^3,Surface,1,Class A,198,,
0.0840891,µm^3,Surface,1,Class A,201,,
0.0124712,µm^3,Surface,1,Class A,202,,
0.010087,µm^3,Surface,1,Class A,203,,
0.069233596,µm^3,Surface,1,Class A,210,,
0.020082399,µm^3,Surface,1,Class A,211,,
0.0151305,µm^3,Surface,1,Class A,212,,
1.161560059,µm^3,Surface,1,Class A,213,,
0.705541015,µm^3,Surface,1,Class A,219,,
0.044566199,µm^3,Surface,1,Class A,220,,
0.018615101,µm^3,Surface,1,Class A,229,,
0.220080003,µm^3,Surface,1,Class A,231,,
0.034112401,µm^3,Surface,1,Class A,237,,
0.0102704,µm^3,Surface,1,Class A,240,,
0.389358997,µm^3,Surface,1,Class A,241,,
0.292890012,µm^3,Surface,1,Class A,242,,
0.067583099,µm^3,Surface,1,Class A,243,,
0.011921,µm^3,Surface,1,Class A,246,,
0.154973,µm^3,Surface,1,Class A,247,,
0.0469505,µm^3,Surface,1,Class A,249,,
0.235027,µm^3,Surface,1,Class A,251,,
0.032828599,µm^3,Surface,1,Class A,252,,
0.204674006,µm^3,Surface,1,Class A,253,,
0.019807201,µm^3,Surface,1,Class A,255,,
0.0296191,µm^3,Surface,1,Class A,258,,
0.026593,µm^3,Surface,1,Class A,262,,
0.067674801,µm^3,Surface,1,Class A,264,,
0.051718801,µm^3,Surface,1,Class A,267,,
0.019898901,µm^3,Surface,1,Class A,269,,
0.0154057,µm^3,Surface,1,Class A,272,,
0.257494003,µm^3,Surface,1,Class A,273,,
0.141218007,µm^3,Surface,1,Class A,278,,
0.122235999,µm^3,Surface,1,Class A,280,,
0.123062,µm^3,Surface,1,Class A,290,,
0.0116459,µm^3,Surface,1,Class A,293,,
0.146445006,µm^3,Surface,1,Class A,296,,
0.055020001,µm^3,Surface,1,Class A,297,,
0.0950014,µm^3,Surface,1,Class A,298,,
0.088123798,µm^3,Surface,1,Class A,300,,
0.033195499,µm^3,Surface,1,Class A,306,,
0.062355999,µm^3,Surface,1,Class A,308,,
0.215037003,µm^3,Surface,1,Class A,309,,
0.146628007,µm^3,Surface,1,Class A,310,,
0.201281995,µm^3,Surface,1,Class A,311,,
0.0234752,µm^3,Surface,1,Class A,320,,
0.072718203,µm^3,Surface,1,Class A,322,,
0.186793,µm^3,Surface,1,Class A,329,,
0.0233835,µm^3,Surface,1,Class A,332,,
0.679682016,µm^3,Surface,1,Class A,338,,
0.320217013,µm^3,Surface,1,Class A,339,,
0.0163226,µm^3,Surface,1,Class A,345,,
0.085189402,µm^3,Surface,1,Class A,346,,
0.0159558,µm^3,Surface,1,Class A,350,,
5.121910095,µm^3,Surface,1,Class A,354,,
0.198989004,µm^3,Surface,1,Class A,355,,
0.223289996,µm^3,Surface,1,Class A,358,,
0.0120127,µm^3,Surface,1,Class A,359,,
2.182369947,µm^3,Surface,1,Class A,363,,
0.022374799,µm^3,Surface,1,Class A,365,,
0.039431099,µm^3,Surface,1,Class A,370,,
0.0145803,µm^3,Surface,1,Class A,373,,
0.330395013,µm^3,Surface,1,Class A,379,,
0.0606138,µm^3,Surface,1,Class A,381,,
0.159832999,µm^3,Surface,1,Class A,382,,
0.020999299,µm^3,Surface,1,Class A,384,,
2.335510015,µm^3,Surface,1,Class A,389,,
0.135349005,µm^3,Surface,1,Class A,390,,
0.162584007,µm^3,Surface,1,Class A,391,,
0.155248001,µm^3,Surface,1,Class A,395,,
0.049518101,µm^3,Surface,1,Class A,396,,
0.165059999,µm^3,Surface,1,Class A,399,,
0.111231998,µm^3,Surface,1,Class A,400,,
0.010087,µm^3,Surface,1,Class A,401,,
0.210085005,µm^3,Surface,1,Class A,402,,
0.163867995,µm^3,Surface,1,Class A,404,,
0.0711594,µm^3,Surface,1,Class A,406,,
0.0592384,µm^3,Surface,1,Class A,409,,
0.0332871,µm^3,Surface,1,Class A,411,,
