Cell,Class,Average volume
sample_outside,Class B,0.3189343020736361
sample_outside,Class B,0.39019657832816973
sample_outside,Class A,0.7501087152854876
sample_outside,Class A,2.95156870152017
sample_outside,Class B,1.5965105140319047
sample_outside,Class A,0.2569190222955151
sample_outside,Class A,1.6317943803075214
sample_outside,Class B,0.6145399250719394
sample_outside,Class A,1.6550179570913315
sample_outside,Class A,0.9613865924656658
sample_outside,Class A,0.9415635807907891
sample_outside,Class A,1.7057534196862467
sample_outside,Class A,1.0211398270858112
sample_outside,Class A,0.6122222249324062
sample_outside,Class B,0.311662313634579
sample_outside,Class A,1.5954735961087323
sample_outside,Class A,0.8368552302817504
sample_outside,Class A,0.6698649029039141
sample_outside,Class A,0.3318639095287238
sample_outside,Class A,0.6219270612098702
sample_outside,Class A,0.503132891874103
sample_outside,Class A,0.8623107181512374
sample_outside,Class A,1.1944436090489035
sample_outside,Class B,0.8557834238414803
sample_outside,Class C,0.4322630432123939
sample_outside,Class D,1.2875800666145303
sample_outside,Class A,0.9652793095523461
sample_outside,Class B,0.594722221720104
sample_outside,Class C,2.554949650176517
sample_outside,Class D,0.8520905638651288
sample_outside,Class A,1.3877261015944755
sample_outside,Class B,1.386778400046751
sample_outside,Class A,1.3171702073667855
sample_outside,Class A,0.09692862053235916
sample_outside,Class B,0.7073244407773018
sample_outside,Class A,4.1147425427841835
sample_outside,Class B,3.413087536841631
sample_outside,Class A,3.2841515417553877
sample_outside,Class A,0.9270268439170744
sample_outside,Class B,0.28632865230919735
sample_outside,Class C,0.8008109697890756
sample_outside,Class D,1.2695053214087122
sample_outside,Class A,1.6174434009582213
sample_outside,Class B,6.27357014020284
sample_outside,Class C,2.194786491803825
sample_outside,Class A,1.6639792515197769
sample_outside,Class B,1.490909337916452
sample_outside,Class A,0.4074519103973783
sample_outside,Class A,1.4597628659879167
sample_outside,Class A,1.1358017149070898
