file name,cytoplasmic condensate density,cytoplasmic dilute density,cytoplasmic partition coefficient
20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1.tif,1883.2655772431533,60.11344853493614,31.328523369419667
20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2.tif,1830.1481132934641,80.0954169797145,22.849598420306364
20250530_AwtBr_40uMDFHBI_20-40_sample1_1_3.tif,733.7927579539462,87.57818181818182,8.378716510435774
20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4.tif,481.21469859620146,62.14636363636364,7.743247881918369
20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5.tif,675.4169884169884,66.86100676183321,10.101807034149266
20250530_AwtBr_40uMDFHBI_20-40_sample1_2_1.tif,676.9397098821396,63.99545454545454,10.577934240647114
20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2.tif,458.4347826086956,58.95642374154771,7.775824134421301
20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3.tif,749.0444348576359,68.18557475582269,10.98537978949384
20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4.tif,354.7787834902245,64.53454545454545,5.497501857204696
20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1.tif,611.7250372578242,61.49272727272727,9.947924972407773
20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2.tif,434.8232976927406,60.67545454545454,7.1663789080804685
20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3.tif,281.95200608310597,69.16181818181818,4.076700316667323
20250530_AwtBr_40uMDFHBI_20-40_sample1_3_4.tif,324.75956171180485,61.48909090909091,5.281580145524488
20250530_AwtBr_40uMDFHBI_20-40_sample2_1_1.tif,565.7819650067295,65.36181818181818,8.656154016904537
20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2.tif,405.1339655172414,69.83909090909091,5.800962759446592
20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3.tif,861.9479418886199,66.04507888805409,13.050903358744035
20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4.tif,464.70923694779117,69.97746055597295,6.6408416832457595
20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1.tif,392.2012175236439,62.29818181818182,6.295548378414783
20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2.tif,534.6182902584493,67.31363636363636,7.942198923415413
20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3.tif,1757.374644621712,136.09636363636363,12.912722997634585
20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4.tif,1851.01515293823,67.31930879038318,27.496051076547218
20250530_AwtBr_40uMDFHBI_20-40_sample2_3_5.tif,515.3845391476709,67.24272727272728,7.664539498187542
20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1.tif,320.32999284180386,58.82,5.445936634508736
20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2.tif,1048.6307380167386,78.72,13.321020554074424
20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3.tif,1200.1918966342319,67.63909090909091,17.744057179114485
20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4.tif,285.82356062616077,67.21788129226145,4.252195325577252
20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1.tif,255.6984505363528,59.6498759018759,4.286655197019638
20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2.tif,1400.5790686786472,78.34560480841472,17.876932242767214
20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1.tif,1769.3974405047118,72.4740796393689,24.414210560647827
20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2.tif,207.0,65.3709090909091,3.1665461422929297
20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3.tif,275.49411764705883,61.79272727272727,4.458358285937809
20250530_AwtBr_40uMDFHBI_20-40_sample3_4_4.tif,374.0048602673147,139.33636363636364,2.684187031343682
20250530_AwtBr_40uMDFHBI_20-40_sample3_4_5.tif,311.30864197530866,69.25545454545454,4.495077593794247
