file name,cytoplasmic condensate density,cytoplasmic dilute density,cytoplasmic partition coefficient
20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1.tif,792.8000174276751,104.94665664913599,7.554314189142891
20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_2.tif,1432.658393970894,78.75454545454545,18.191437531663205
20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3.tif,969.1392779723195,142.54727272727274,6.798721991872243
20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1.tif,683.5697652843492,64.49545454545455,10.598727772398112
20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2.tif,941.1047732641082,119.61363636363636,7.867871940646164
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_1_2 cells.tif,917.498015050614,61.70454545454545,14.869212766934444
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2.tif,1047.952680563871,93.65063861758077,11.19002172364409
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3.tif,739.1437016477993,127.07813673929377,5.8164505761064484
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS.tif,1029.207519616995,113.61636363636363,9.058620489835766
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5.tif,1794.751998744347,168.27010601886636,10.665899256895461
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1.tif,1308.9967820330178,83.17636363636363,15.737605310034752
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_2.tif,1331.7308331817828,177.97545454545454,7.4826657225458115
20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3.tif,384.15256338291704,73.80191865142473,5.20518396272752
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1.tif,1085.0557154574603,84.43181818181819,12.851265539738426
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2.tif,518.2659507595599,91.59709066453554,5.658104935424784
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_3.tif,495.5530660100832,84.68454545454546,5.851753272692147
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4.tif,468.5273719380795,71.4009090909091,6.561924461515481
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells.tif,219.51778617815256,68.34861006761834,3.211737385163798
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6.tif,801.9288299708295,81.13727272727273,9.88360593122668
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7.tif,418.29556727889707,80.80090157776108,5.176867573393822
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1.tif,845.813897151268,103.43055555555556,8.177601798696292
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2.tif,803.7858179452535,141.09357438016528,5.696827948943424
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3.tif,492.15857157495645,95.06090909090909,5.177297127511089
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4.tif,364.024275049515,80.77020202020202,4.506913019215506
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell.tif,1248.745182802185,118.98948159278739,10.49458461442594
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6.tif,1051.7100591715975,166.76240651785642,6.3066375757715125
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7.tif,319.9123224568138,66.39594290007513,4.8182510629945705
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1.tif,724.1754356688202,114.60086601906158,6.319109626522089
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2.tif,605.2883738883858,74.80181818181818,8.091893868370049
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float.tif,692.2226482645833,70.96468531468531,9.754466537757422
20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_4.tif,344.8697400615325,76.45586694007747,4.510703414452488
