file name,nuclear condensate density,nuclear dilute density,nuclear partition coefficient
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_1_2 cells.tif,2425.6700002968882,88.20727272727272,27.499659895355745
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_2.tif,1519.8382433262784,84.2309090909091,18.043711741089496
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_3.tif,1871.4365355561736,111.59545454545454,16.76982761689374
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_4.tif,2406.1084016999816,65.84234134659667,36.54348178528665
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_5.tif,3074.918079116463,82.5690909090909,37.240546616917065
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_6.tif,786.8296122209166,88.38090909090909,8.902710102377194
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_1_6 cells.tif,2056.6886147180544,152.4909090909091,13.487286730594132
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_2.tif,1607.8280069638938,66.26727272727273,24.26277619091123
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_3_3 cells.tif,1211.2950227810138,66.48164187779169,18.219992595965792
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_4.tif,1064.1034942024444,74.49454545454546,14.28431420998107
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_5.tif,2700.1775850532035,78.12818181818182,34.56086551888533
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_1_4 cells.tif,1424.5317373792436,79.7603305785124,17.860153375079108
20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_2_2 cells.tif,139.33096926713947,73.33959429000751,1.8998055636384021
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_1.tif,1316.9662037204916,60.10386106068783,21.911507521800136
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_2.tif,1292.5862071381036,79.34,16.291734398009876
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_3.tif,807.9611874608962,75.23181818181818,10.739620641737488
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_1.tif,807.2231088282151,149.63129721585605,5.394747782368859
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_2.tif,421.93706861550953,67.18478182300075,6.280247656784964
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_4.tif,113.94144838212635,69.3138565979475,1.6438480554189845
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_1.tif,636.862334129849,68.80533919422123,9.25600166481466
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_2.tif,1081.5100192454618,64.13977186114191,16.8617690375771
20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_3.tif,1401.9032241417865,200.3187358245027,6.99836297574272
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_1.tif,639.8267049885258,96.78236478711162,6.610984412252455
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_2.tif,988.6320367109546,71.53454545454545,13.820344148816211
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_4.tif,111.02380952380952,58.304800097903545,1.9041967271542293
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_1.tif,743.5981643788103,61.903636363636366,12.012188751089543
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_2.tif,1005.9373803009576,168.67283633888377,5.963837462719307
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_3.tif,646.0319064211051,72.34968845037496,8.929297696481745
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_2_4.tif,1622.2833227897206,110.02181818181818,14.745105558142953
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_1.tif,763.8296123642326,107.01805369875223,7.13739024365324
20250523_25ntwtBr_40uMDFHBI_20-40_sample3_3_2.tif,411.8606782768103,67.07636363636364,6.140176001633027
