Cell,Class,Average volume
sample_outside,Class A,21.359050194422405
Sample1_1_2_outside,Class B,5.785975403067741
Sample1_1_3_outside,Class A,1.1291866430547088
Sample1_1_4_outside,Class B,6.779793104156852
Sample1_2_1_outside,Class A,0.11402450067301591
Sample1_2_1_outside,Class B,0.22443613409996033
Sample1_2_1_outside,Class C,2.9827946567743577
Sample1_2_2_outside,Class A,0.5824870535288937
Sample1_2_3_outside,Class B,0.5445129871368408
Sample1_4_1_outside,Class A,1.5806164145469666
Sample1_4_2_outside,cell 1,5.354735746979713
Sample1_4_2_outside,cell 2,2.1186721286157497
Sample1_4_2_outside,cell 3,1.7532991208136082
Sample1_4_3_outside,Class B,0.5059128939023902
Sample1_4_4_outside,Class A,2.4479374954743043
Sample2_5_1_outside,Class A,1.6050998999372772
Sample2_5_1_outside,Class B,2.3781102953048854
Sample2_5_2_outside,Class A,2.4860099951426187
Sample2_5_3_outside,Class B,2.1082323100417852
Sample2_5_4_outside,Class A,8.57988852262497
Sample2_5_4_outside,Class B,3.771736115217209
Sample2_5_5_outside,Class A,1.97465168684721
Sample2_5_5_outside,Class B,0.17661599814891815
Sample2_5_5_outside,Class C,1.8790181492056166
Sample2_5_5_outside,Class D,1.0836687743663789
Sample2_5_5_outside,Class E,4.461458758197048
Sample2_5_6_outside,Class A,3.7895095182789698
Sample2_5_6_outside,Class B,1.2870010286569595
Sample3_3_10_outside,Class A,7.7959604822945865
Sample3_3_10_outside,Class B,2.866459188866429
Sample3_3_11_outside,Class B,3.5417800275608897
Sample3_3_14_outside,Class B,2.014058232307434
Sample3_3_15_outside,Class B,0.4351639896631241
Sample3_3_1_outside,Class B,10.270229423046112
Sample3_3_2_outside,Class C,0.30158580373972654
Sample3_3_3_outside,Class A,3.8590522474712796
Sample3_3_3_outside,Class B,3.2710829830783257
Sample3_3_3_outside,Class C,0.14027200639247894
Sample3_3_4_outside,Class A,2.1030928932807664
Sample3_3_4_outside,Class B,0.4794272603266102
Sample3_3_5_outside,Class A,5.387740135192871
Sample3_3_5_outside,Class B,24.54222073405981
Sample3_3_5_outside,Class C,1.0506403923034668
Sample3_3_6_outside,Class A,0.40078904016741684
Sample3_3_7_outside,Class B,3.034983668476343
Sample3_3_8_outside,Class A,3.3482667401743433
Sample3_3_8_outside,Class B,1.6046303500696806
Sample3_3_9_outside,Class A,1.9298605833734785
Sample3_3_9_outside,Class B,3.2357303698857627
