Cell,Class,Average volume
sample_inside,Class A,1.109320529129194
sample_inside,Class B,0.809581791681628
sample_inside,Class A,42.96579986810684
sample_inside,Class B,336.63800048828125
sample_inside,Class A,0.36509922036731784
sample_inside,Class A,2.4157787319272757
sample_inside,Class A,7.080471840771762
sample_inside,Class B,0.8168633352699024
sample_inside,Class C,227.02999877929688
sample_inside,Class A,0.21158616803586483
sample_inside,Class B,0.5591448161751031
sample_inside,Class B,4.906765683130785
sample_inside,Class B,89.04040145874023
sample_inside,Class A,78.3512020111084
sample_inside,Class A,11.489824511938625
sample_inside,Class A,2.4635026212781668
sample_inside,Class B,153.33900451660156
sample_inside,Class A,74.86044931411743
sample_inside,Class B,76.37249851226807
sample_inside,Class B,34.7237731218338
sample_inside,Class B,431.0060119628906
sample_inside,Class A,61.05513381958008
sample_inside,Class B,79.35179901123047
sample_inside,Class B,40.97800064086914
sample_inside,Class B,35.45723342895508
sample_inside,Class A,47.22249889373779
sample_inside,Class B,275.7900085449219
sample_inside,Class B,192.67999267578125
sample_inside,Class B,27.076314449310303
sample_inside,Class A,30.568023363749187
sample_inside,Class B,2.803959786064095
sample_inside,Class C,0.820612540611854
sample_inside,Class D,0.0496345278141754
sample_inside,Class E,0.06284041247434086
sample_inside,Class A,138.77499389648438
sample_inside,Class B,334.8890075683594
sample_inside,Class B,208.93699645996094
sample_inside,Class A,5.364812994003296
sample_inside,Class A,4.994789190051195
sample_inside,Class B,63.26479911804199
sample_inside,Class B,24.500734329223633
sample_inside,Class A,2.0641642723764693
sample_inside,Class B,0.8403875445947051
sample_inside,Class A,0.8505405362562409
sample_inside,Class B,0.8598303976986144
sample_inside,Class A,3.556960518226812
sample_inside,Class A,49.07219183444977
sample_inside,Class B,211.78199768066406
sample_inside,Class B,147.4739990234375
sample_inside,Class B,237.33700561523438
