Cell,Class,Average volume
Sample1_1_1_outside,Class A,0.6033307649195194
Sample1_1_1_outside,Class B,0.4577980467251369
Sample1_1_1_outside,Class C,0.3156007919460535
Sample1_1_1_outside,Class D,0.08288849890232086
Sample1_1_2_outside,Class A,0.7838263312975565
Sample1_1_2_outside,Class C,0.5977524966001511
Sample1_1_3_outside,Class A,0.8695903355937179
Sample1_1_3_outside,Class B,6.749342381954193
Sample1_1_3_outside,Class C,1.7455453276634216
Sample1_1_3_outside,Class D,9.745748676359653
Sample1_1_3_outside,Class E,6.300930102666219
Sample1_1_4_outside,Class C,0.2694420062069749
Sample1_1_5_outside,Class A,1.0491908371448517
Sample1_1_6_outside,Class A,0.5172030323495468
Sample1_2_1_outside,Class A,2.0172461748123167
Sample1_2_1_outside,Class B,1.4179216036082882
Sample1_2_1_outside,Class C,0.02167849987745285
Sample1_2_2_outside,Class A,2.050981338446339
Sample1_2_2_outside,Class C,1.4069666742450662
Sample1_2_3_outside,Class A,4.213966980266075
Sample1_2_3_outside,Class B,0.2580162413418293
Sample1_2_3_outside,Class C,58.49017524719238
Sample1_2_3_outside,Class D,2.435513383150101
Sample1_2_4_outside,Class A,4.866717106529644
Sample1_2_4_outside,Class B,2.6318108985821405
Sample1_2_4_outside,Class C,1.6604273214581466
Sample1_2_5_outside,Class A,7.673719146421978
Sample2_1_1_outside,Class A,0.5830651788964747
Sample2_1_2_outside,Class C,0.43936812852956975
Sample2_1_3_outside,Class B,2.5459393517424664
Sample2_1_4_outside,Class A,0.3462179317139089
Sample2_1_4_outside,Class B,0.2595749588476287
Sample2_1_6_outside,Class A,2.1858247792720795
Sample2_1_6_outside,Class B,7.1443400382995605
Sample3_1_1_outside,Class A,1.200070566823706
Sample3_1_2_outside,Class B,1.580511711537838
Sample3_1_3_outside,Class A,0.35737599432468414
Sample3_1_4_outside,Class A,1.2177312325905352
Sample3_1_4_outside,Class B,1.0145067634681861
Sample3_2_1_outside,Class A,0.6850209242302524
Sample3_2_1_outside,Class B,4.3860236910673285
Sample3_2_1_outside,Class C,0.5249491598529433
Sample3_2_2_outside,Class A,0.41388007905334234
Sample3_2_2_outside,Class B,4.394218408763408
Sample3_2_2_outside,Class C,0.7322400063276291
Sample3_2_3_outside,Class A,2.0855959951877594
Sample3_2_5_outside,Class A,1.8759863339364529
Sample3_2_5_outside,Class B,0.31361196366035277
Sample3_2_6_outside,Class A,1.9722198224203153
