,Volume
18,1.285603198013199
24,1.2222229353540028
29,1.8419646675480965
73,1.2340403359346122
103,1.1649982197978739
171,1.8805477617758501
174,1.0990744975742628
200,0.8249058046750062
226,1.762211274523381
231,1.9942472785202219
233,1.9331105096782855
244,0.8178316124712782
260,2.1600970902646917
270,1.3661127546922
273,2.0096517694938876
295,1.4064144026796932
315,1.2457577479328368
323,2.026518593484932
331,1.87771058575068
354,1.1189034833184583
365,0.7189849312475688
368,0.5342443514803622
381,0.9436928510521463
382,0.9274345241083053
389,1.8576394972823886
396,1.9690542686691814
397,1.642191536486784
416,1.602412662372255
442,1.82908062777439
464,1.794528541920014
467,0.6540584208284822
485,2.129963680469135
502,0.8131398533709353
515,0.8610962972636568
516,0.9673635632375631
524,0.7514182528666276
527,1.7559984831165707
572,1.7495109384699528
595,1.1341384238363605
600,0.944072635625052
631,0.8318124199924383
637,2.0217437277897123
657,1.19813387662275
663,1.1548600268363498
664,1.1563502351116124
739,0.817604054885192
749,1.2199731358291863
757,0.9881750925989907
761,1.1830069779665273
782,2.510474232272099
788,1.9142496093133266
797,1.0332153530564998
798,1.1490983163927695
804,1.0624221505893425
