,Volume
10,1.1192886482552424
55,0.6160874127316788
71,1.3462421826784166
72,0.7425726204909415
77,1.5943889311528787
102,0.9659702465162485
124,1.7041397247823529
150,1.02111465553152
157,1.296706832648998
225,2.8099344736912544
240,1.7222161078205538
260,1.3667736885582755
271,1.5164619716371857
272,0.9752712660473652
273,1.7378497363941332
289,2.7688281726119106
292,0.878365031969839
293,1.1825900019257949
298,0.37651813373172394
306,0.3237299005418219
312,1.3772125987767094
327,1.0864691597900584
356,1.1764429185388734
377,0.8649144219431242
378,1.7335455411855845
379,0.8122251357695107
386,0.7710446244279505
401,0.7774885488637375
402,0.9778005991512395
423,1.1673606882053555
427,1.2723130347084555
438,0.7771068855604558
440,1.4007571092459268
452,1.7165410243820345
456,1.3241658514645116
459,1.6101722552661368
466,0.7682428214674644
468,0.768484331313886
471,0.8957143293261023
473,1.0016261879217425
474,1.719902580352499
494,1.5210355400570856
517,1.5372362816467802
523,0.9056031784430995
525,1.1237910064522496
527,0.8496381670047277
530,1.1306903553081347
571,2.164365552579353
630,1.3004456681700116
631,0.9245453831543375
639,0.8485089452903776
648,1.3282323550948016
683,1.0857956330462823
690,1.3256736561813607
692,1.102100811326321
704,0.8716873632537153
722,0.8660216728025248
761,1.2254862336752297
763,1.0788832296041042
824,1.8678852791966056
834,1.777824860182678
841,1.2010852196996435
849,0.7979354367446612
856,1.436660358374727
871,1.1100056943089631
874,1.2025455245687717
879,0.6654888921463831
887,0.776757909110668
929,2.531280032020026
948,1.0210451644943366
