,Volume
6,1.385077547422223
20,1.5949414397594046
21,1.2178433501651884
24,1.1360210188779736
31,1.2856569664521462
43,1.0680422204640287
44,0.8320604925866858
46,1.1159323309728435
47,1.5333729785043075
50,1.2464706834038086
54,1.733840549079412
56,1.1738032538469205
63,1.4597652814553386
67,1.245625713292682
84,0.8318762509835079
88,1.0622227270670968
90,0.7447045600454015
97,0.8454402448726455
98,0.7478747862518088
99,0.929822899128161
103,1.0281443836379003
105,0.6297250933448805
106,0.8976377970005868
110,0.910337761302407
112,0.8611325469364253
122,0.9124724226357793
128,1.0959262341312068
135,0.8370731348248729
142,0.9858641122879187
162,1.2002832194347077
188,0.584655785312308
193,1.5141737328214158
205,1.2930075711030746
206,0.8855922080479849
210,0.3780644378041532
222,1.1384475920290544
246,0.47550454060777375
258,0.7428391941094076
260,1.0762271208687
262,0.6938293776005846
264,0.9578580746540286
265,1.2577913026945866
268,0.7776110069509267
269,0.9746776220019906
270,0.9689745178503324
271,1.0562596707672822
276,0.8451262768848763
291,1.235031570652865
293,1.5917192462442207
295,1.0937579098429657
298,1.1905657978676496
300,0.903527117089155
302,0.977601615354573
304,1.1797522909195863
307,1.3714319092084604
317,0.9549735947251298
318,1.9992606981162981
319,0.8651727538336612
320,1.2791285514837005
321,1.028073428539687
322,1.0490550565156491
325,1.0898724231807506
327,0.7529546305723949
358,1.0451596139383932
363,1.9430666079824743
373,0.9908628196282345
385,2.2569371477628697
390,0.9775808599480144
394,1.2216540157420537
396,0.8824958652548182
413,1.3311541413499746
420,1.5107081054867975
425,1.2901571988974228
428,0.868587679366056
432,0.8081001916800248
433,0.7388037886605022
435,1.4413282056394694
439,0.8188354981121739
443,1.1099829726111867
448,0.9121909156579684
454,1.1979886291182937
457,1.245838275510034
461,0.9429177482904307
463,0.9541182513346397
470,0.7363943087723976
479,1.156395280752845
483,1.3472034244660374
484,1.2474306792974694
486,0.8876130279874759
490,1.1470018876247146
492,1.4386026306175292
493,1.315910006216323
496,1.3609863651130911
498,2.103535582906588
499,2.186334615794102
502,1.094542023526279
511,0.27477613218998564
512,0.7442609027635114
