,Volume
49,1.1968904708428783
51,1.0381216543887954
64,1.2453414533838552
66,1.1091070522971744
67,1.1781560025047644
120,1.392544636994869
140,2.1051839175660967
218,1.4282628127361365
227,1.3661041678748476
230,1.5602396815491648
232,0.6634190242861013
234,1.6830383187940692
240,0.7209156049910385
254,1.217037484935335
267,0.9932053520687794
274,1.1129069993264626
353,1.694550447455991
360,1.5943745083832377
372,1.5044937287920168
376,1.208432193995892
403,1.0065726301174895
413,0.9909469499485216
419,2.3002616135698215
426,0.9063399162681837
440,0.7625041740265056
446,1.0934128050088952
452,1.3498897039308684
453,1.1982947422270058
456,1.237696437154488
507,1.7489154501593278
516,1.0104206983060526
533,0.7771457580685623
534,0.6176401774983755
541,2.108583659619846
564,1.185482567651643
621,1.4274251237761586
628,1.7341476999471541
629,1.2182857718820157
640,1.759727890938339
682,0.8769810484820002
690,0.8084223516405215
691,1.750889950721656
698,1.0776861919038339
722,1.378952081217277
729,1.233646503093738
730,2.1198187570687486
742,0.9650324186065273
786,0.8907078433430142
787,1.258572628663273
795,1.108492764991118
801,1.6885306405476066
802,1.5798611242177831
