,Volume
16,1.1415420413015238
18,2.512172540024294
26,1.0879646450920928
28,1.422155804819267
32,1.7383433789283083
35,0.7599871122596725
40,0.8263677663476271
51,1.462139697268175
59,0.783579775607753
61,1.0287344416461013
73,0.7332207194822715
119,1.7204098957674496
150,2.0032287002139975
151,0.7505615182316306
158,1.0224953229487022
159,0.5213264829451748
161,1.0601722072582247
165,0.8819271502127178
168,1.082885403415048
199,0.7286003302528392
200,0.6878007001192865
244,1.1200588246223289
245,1.3640854783936291
249,2.8198139872965506
261,1.5074386305685954
265,1.0169253640707383
273,1.0688712849108801
295,0.8324348153771712
301,0.9015112275948496
309,0.7186011706652815
314,0.7371018464349945
317,0.9379135217721151
325,1.44997373445578
329,0.6678342456974776
341,1.953156426868274
362,1.2583391080709114
364,0.39239531811669875
365,0.8054326234253026
367,0.4416072431231489
368,0.7832929928279952
369,1.1302555456803864
371,1.0208064910234613
379,0.771942767700245
381,0.8924935024091301
383,1.3512567287124608
412,1.863590978274561
414,2.280528529387872
454,1.0695000392469796
463,1.4159150786283412
467,1.2597798880541324
490,0.8802100746034284
491,0.640556580431002
493,1.0619616906164764
524,0.7896674006904238
534,1.098815839476714
535,1.0466248314919597
539,0.47306310362059734
542,0.8267690205915618
543,0.7854921200516436
545,0.973817582176814
565,0.9889196610830409
574,0.7868183110144172
588,1.7398927436347371
611,2.1942749563730106
615,1.451899906139775
628,1.606924649735585
656,0.5477549400933688
657,1.0110588011266648
664,0.6983569320094978
665,0.8058355086959138
668,1.8723849316860046
682,1.2760712220455828
688,0.9433218995894521
719,1.3106985256453494
733,1.1204957408504415
743,0.7212823140377381
757,0.7843028191412953
832,0.6837655535934872
836,0.6024253643412254
840,1.218842824497864
844,0.7123566631003244
856,1.4440819227655024
