,Volume
37,1.1492837986034616
53,1.0628324479493108
108,1.1853490341366673
115,1.2649029815608046
121,0.8214339626387964
181,2.103755809983872
182,1.6777215984560658
190,2.4831289292445384
194,2.4347673985847913
225,0.9957714088408604
293,0.7575559316465077
300,0.8709432892135536
313,0.8950523172987389
332,1.2547976585216694
399,1.4838383223070735
403,1.1922339607215746
447,1.6401576764369077
460,0.7838530189462727
461,0.7542071747875496
468,1.1014087304669544
497,1.1572306504868666
501,0.9649911043442192
511,0.6483702526757227
548,0.7507823516752169
612,1.827011019679839
640,1.0475621189887203
643,1.6151491756369407
676,0.6762338392634235
693,0.9621067466314434
701,1.1319978849797414
714,0.9978485843430992
721,1.331877809361004
722,1.1267268290378254
731,1.7029959883805266
732,1.0864122112593255
735,1.454656954155764
741,1.5100370284247577
750,1.4692342354769596
760,0.7893668898901519
774,0.6632570309656232
819,1.8264981267804496
820,1.6309005491374613
824,1.7470985982954799
883,0.8630751610216582
892,0.6097925807786856
894,1.2733091479102647
896,1.1442331613748105
910,1.0366245234234313
914,0.8788574316847925
921,0.9133942800545097
957,1.8743392933716738
959,1.22032051402758
