Cell,Class,Average volume
Sample1_1_1_outside,Class A,4.562069156983246
Sample1_1_1_outside,Class B,1.5616424502804875
Sample1_1_1_outside,Class C,1.2404955771309718
Sample1_1_2_outside,Class A,1.4728764523790496
Sample1_1_2_outside,Class B,1.4032997193817909
Sample1_1_2_outside,Class C,0.9228619239998587
Sample1_1_3_outside,Class B,2.9704054609713393
Sample1_1_4_outside,Class B,1.3168644085526466
Sample1_2_1_outside,Class A,2.069189343576957
Sample1_2_1_outside,Class B,8.939027576114643
Sample1_2_2_outside,Class B,3.9216393381357193
Sample1_2_3_outside,Class A,2.2302733437173954
Sample1_2_3_outside,Class B,4.987007699906826
Sample1_2_3_outside,Class C,0.5869130045175552
Sample1_3_2_outside,Class A,2.176729735932671
Sample1_3_3_outside,Class A,3.310410315423446
Sample1_4_1_outside,Class A,2.382207299352777
Sample1_4_2_outside,Class A,2.0496587535211197
Sample1_4_2_outside,Class B,10.535204341014227
Sample1_4_3_outside,Class A,1.429972179381079
Sample1_4_4_outside,Class A,2.598939061503519
Sample1_4_4_outside,Class B,3.6629035520988205
Sample2_2_1_outside,Class A,3.4358538234872475
Sample2_2_1_outside,Class B,5.400070786476135
Sample2_2_2_outside,Class A,0.729185255203882
Sample2_2_3_outside,Class A,2.031498646041235
Sample2_2_4_outside,Class A,1.8785266611629572
Sample2_2_5_outside,Class A,6.933195250907114
Sample2_2_5_outside,Class B,1.6484874906018376
Sample2_3_1_outside,Class A,1.6749199439215947
Sample2_3_1_outside,Class B,16.86079978942871
Sample2_3_1_outside,Class C,0.5540770292282104
Sample2_3_2_outside,Class A,1.5491670583566977
Sample2_3_3_outside,Class A,1.0336506530054306
Sample2_3_3_outside,Class B,2.6230809114328246
Sample2_3_3_outside,Class C,0.9745218550286642
Sample2_3_4_outside,Class A,1.8045943011529744
Sample2_3_5_outside,Class A,1.9521596384292934
Sample2_3_6_outside,Class A,2.8738757152551493
Sample2_3_6_outside,Class B,0.6471650004386902
Sample2_4_1_outside,Class B,0.21295900642871857
Sample2_4_2_outside,Class A,0.7814817920327186
Sample2_4_2_outside,Class B,34.45872473716736
Sample2_4_3_outside,Class A,12.197304738375047
Sample2_4_3_outside,Class B,1.412013821933471
Sample3_1_1_outside,Class A,2.3374541014118093
Sample3_1_2_outside,Class A,1.6250456161031577
Sample3_1_2_outside,Class B,1.7165429023025203
Sample3_1_3_outside,Class A,1.1086441674733798
Sample3_1_3_outside,Class B,1.1506859505405793
