Cell,Class,Average volume
Sample1_1_8_outside,Class B,0.28309550881385803
Sample1_1_9_outside,Class B,1.0086899995803833
Sample1_3_2_outside,Class B,3.3637783912320933
Sample1_3_3_outside,Class A,2.817728213965893
Sample1_3_3_outside,Class B,1.9499492794275284
Sample2_1_1_outside,Class A,0.32645275816321373
Sample2_1_1_outside,Class B,0.1527694821357727
Sample2_1_1_outside,Class C,0.30732399225234985
Sample2_1_2_outside,Class A,0.5916939973831177
Sample2_1_2_outside,Class B,0.31497499346733093
Sample2_1_3_outside,Class A,0.17374662589281797
Sample2_1_3_outside,Class B,0.24420149996876717
Sample3_1_2_outside,Class B,0.05228335037827492
