Cell,Class,Average volume
sample_inside,Class A,1.7361730261017447
sample_inside,Class B,0.5743430728173774
Sample1_1_2_inside,Class A,4.338460961500039
Sample1_1_2_inside,Class B,3.3198337884688818
Sample1_1_3_inside,Class A,2.149401483643386
Sample1_1_4_inside,Class A,26.274458783492445
Sample1_1_5_inside,Class A,2.80675323009491
Sample1_1_5_inside,Class B,2.658699893951416
Sample1_1_5_inside,Class C,6.452563285827637
Sample1_1_6_inside,Class A,2.431394585222006
Sample1_1_6_inside,Class B,2.0272078854697093
Sample1_1_6_inside,Class C,2.536931234308415
Sample1_1_6_inside,Class D,3.4982728866239388
Sample1_1_7_inside,Class B,2.3077939115464687
Sample1_1_8_inside,Class B,1.657406931122144
Sample1_1_9_inside,Class A,0.44829994679561685
Sample1_1_9_inside,Class B,0.8435424526946412
Sample1_3_1_inside,Class B,2.5156333843866983
Sample1_3_2_inside,Class C,2.1324198190812713
Sample1_3_3_inside,Class A,0.8894116481145223
Sample1_3_3_inside,Class B,0.17132569290697575
Sample1_3_4_inside,Class A,1.128296838541116
Sample1_3_4_inside,Class B,1.7631762685875099
Sample1_3_4_inside,Class C,1.603864974445767
Sample1_3_4_inside,Class D,1.931373569700453
Sample1_3_5_inside,Class C,7.546972676180303
Sample1_3_6_inside,Class A,1.1484383146744221
Sample1_3_6_inside,Class B,0.877860722442468
Sample1_3_6_inside,Class C,1.2021103575825691
Sample1_3_6_inside,Class D,1.055134620804053
Sample1_3_7_inside,Class B,3.5541107416152955
Sample2_1_1_inside,Class A,0.8110182368093066
Sample2_1_1_inside,Class B,0.9556316807866096
Sample2_1_1_inside,Class C,0.4869377693304649
Sample2_1_1_inside,Class D,0.39023207128047943
Sample2_1_1_inside,Class E,1.1724734082818031
Sample2_1_1_inside,Class F,0.3771773182293948
Sample2_1_1_inside,Class G,0.6701294084390005
Sample2_1_2_inside,Class A,1.064791712909937
Sample2_1_2_inside,Class B,3.9345508217811584
Sample2_1_2_inside,Class C,1.2950760593016943
Sample2_1_3_inside,Class A,6.9285290368965695
Sample2_1_3_inside,Class B,7.008583466211955
Sample2_1_4_inside,Class A,2.262498266994953
Sample2_1_4_inside,Class B,2.6190369222313166
Sample2_1_5_inside,Class B,4.830879187583923
Sample3_1_1_inside,Class B,4.4982524116834
Sample3_1_2_inside,Class A,4.388293266296387
Sample3_1_2_inside,Class B,2.487351316958666
Sample3_1_3_inside,Class B,3.2257025241851807
