Cell,Class,Average volume
Sample1_1_1_outside,Class A,1.4730371821349786
Sample1_1_2_outside,Class B,0.739637926824995
Sample1_1_4_outside,Class A,0.7813851430191326
Sample1_1_4_outside,Class B,0.8886662605440333
Sample1_1_4_outside,Class C,0.7529236523434519
Sample1_1_4_outside,Class D,0.6914992414337272
Sample1_2_1_outside,Class A,0.6148694745912138
Sample1_2_1_outside,Class B,1.2598180228357647
Sample1_2_1_outside,Class C,0.5283971259272412
Sample1_2_2_outside,Class A,0.842365040238221
Sample1_2_2_outside,Class B,0.750290041160879
Sample1_2_3_outside,Class A,0.4741966996807605
Sample1_2_3_outside,Class B,0.8251569629991772
Sample2_1_2_outside,Class A,0.24666213671291115
Sample2_1_3_outside,Class A,0.5728026112044851
Sample2_1_4_outside,Class A,0.6029663961529732
Sample2_1_5_outside,Class A,1.178520310751122
Sample2_1_5_outside,Class B,2.4494514550421047
Sample2_1_5_outside,Class C,0.7029787157343267
Sample2_1_5_outside,Class D,1.6159479779889807
Sample2_1_7_outside,Class A,0.45967488972152154
Sample2_1_8_outside,Class A,0.7421625453024739
Sample2_1_9_outside,Class A,0.8552477459382751
Sample2_2_1_outside,Class A,2.2315241067980724
Sample2_2_1_outside,Class B,2.1938099371585644
Sample2_2_1_outside,Class C,1.543804491674828
Sample2_2_2_outside,Class A,1.2119786176909604
Sample2_2_3_outside,Class A,1.633488772592197
Sample2_2_3_outside,Class B,0.6606801617890596
Sample2_2_4_outside,Class A,0.7910132169384848
Sample2_2_4_outside,Class B,0.8859255231234809
Sample2_2_5_outside,Class A,0.909882253780961
Sample2_2_5_outside,Class B,1.236068080223742
Sample2_2_5_outside,Class C,0.35001336889607565
Sample2_2_6_outside,Class A,3.863744961686878
Sample3_1_1_outside,Class A,0.7678703283891082
Sample3_1_1_outside,Class B,1.1267900424147095
Sample3_1_2_outside,Class A,1.5293129732459783
Sample3_1_2_outside,Class B,1.1776900809039088
Sample3_1_3_outside,Class A,0.5057213094719023
Sample3_1_3_outside,Class B,0.5301617225677725
Sample3_1_4_outside,Class A,0.8851655674963326
Sample3_1_5_outside,Class A,0.3608747978026095
Sample3_1_5_outside,Class B,0.6139075496057803
Sample3_3_1_outside,Class A,0.36897078413387824
Sample3_3_1_outside,Class B,0.23630332980989194
Sample3_3_2_outside,Class A,0.2670770571158643
Sample3_3_2_outside,Class B,0.3269716276857205
Sample3_3_3_outside,Class A,0.7537042408278494
Sample3_3_3_outside,Class B,0.6371557551125685
